ADGRB3,ADGRG4,ADGRL2,ADH1B,ALB,ALX1,AMBN,ANGPTL1,ANGPTL7,APOBEC2,ARHGAP10,ARMC9,ARSF,ASB14,ATP23,ATP8B5P,ATXN3L,BCO2,BEND7,BTNL3,C12orf40,C16orf78,C6orf141,CALR3,CCL23,CCNB3,CDH12,CDKL2,CFAP57,CFTR,CHSY3,CLDN1,CLDN10,CLDN14,CLDN4,CLRN3,CLSTN2,CNGB3,CPE,CPSF4L,CPXCR1,CSMD3,CT83,CYP39A1,CYP51A1,DAO,DEFB112,DGAT2L6,DLGAP5,DNAH14,EBLN1,EFCAB5,ELMOD1,ERICH1,ERICH3,FAM227B,FAM228A,FER1L6-AS1,FLJ42627,FMN1,FREM2,GABRG3,GLRB,GPC4,GSTM1,H2AC13,HLA-DPB2,HOOK2,HSPA2,IGF1,IGHV7-81,IL4,IMMP1L,INA,KCNIP1,KL,KRTAP19-7,LENEP,LGR6,LINC00469,LINC00652,LINC00917,LINC01446,LINC02877,LIPJ,LOC645188,LUZP4,MAGEE2,MARCHF11,MARK1,MASP1,MDGA2,MIA2,MIR128-1,MIR130A,MIR299,MMP26,MROH8,MS4A2,MUC21,NAT1,NID2,NKX2-2,NPHS2,NRM,NUDT9P1,NXPE4,OAZ3,OPN5,OR10T2,OR12D2,OR1L6,OR2L8,OR4A47,OR4A5,OR51F2,OR6C76,OR6K2,OR7G1,OR8D4,OR8G2P,PARPBP,PCDHA1,PCDHB14,PDE11A,PDZD9,PPEF1,PRELID2,PRTFDC1,PSG11,PTGR1,RAB13,RAD9B,RASEF,RFPL1,RFPL3,RGS1,RHCE,RNF182,RNVU1-17,RPGRIP1L,RTN4RL1,SCGB1D2,SCGB2A2,SEL1L2,SFTA2,SHISAL2B,SKA1,SKA2,SLC10A1,SLC15A1,SLC17A6,SLC7A11,SNORA70F,SNORD115-8,SNORD116-12,SNORD13P1,SPATA41,SPRR2A,SPRR2B,STC2,STK31,SULF1,SYCE2,SYT6,TAAR3P,TAS2R43,TCEAL9,TDRG1,TFDP3,THAP5P1,TLL1,TMEM144,TMEM171,TMTC1,TRPC6,UGT2B10,VN1R10P,ZDHHC15,ZFP37,ZNF22-AS1,ZNF311,ZNF423,ZNF667-AS1,ZNF724,ZPBP,ZSCAN4
5.1777,4.6945,4.6492,5.067,4.4355,4.9412,4.3244,4.859,4.8048,5.5158,6.0231,5.5747,4.7116,4.769,6.5767,4.7546,3.7813,5.6895,4.9192,4.5434,4.0387,4.603,5.5974,5.5143,4.9984,5.0435,4.5018,4.5689,5.6672,4.0903,5.2958,4.5856,4.5984,5.2901,5.8262,3.7598,5.7528,4.8533,5.1708,4.2749,3.8654,4.8174,6.2333,4.4655,7.1066,5.436,3.4734,5.1107,5.0138,3.8351,5.0543,4.8349,4.4467,5.8154,4.5144,5.082,4.1661,4.5699,6.9696,5.7369,4.2092,4.7336,3.8328,4.8058,6.3089,3.5612,5.9927,6.447,6.0057,4.3858,5.781,4.5669,6.1872,5.4607,5.3788,5.4689,3.6691,6.5957,5.5086,4.7254,4.9974,5.5396,4.4911,4.6662,3.74,3.4549,4.203,4.8616,4.2329,4.4945,5.4658,4.7748,3.4504,5.3954,4.4089,4.1725,4.4263,4.8005,5.2383,4.3976,4.55,6.0255,5.447,5.5262,3.2008,3.8682,4.1844,4.9168,5.5702,5.4163,4.7299,3.8366,6.468,3.9381,5.0029,5.5615,4.695,6.0144,5.783,4.1288,3.7109,4.4969,4.8939,5.1585,4.2933,4.3719,4.1878,5.1688,4.548,3.8483,5.0151,5.3273,4.3492,5.01,4.3301,5.5046,4.8459,4.9026,4.9925,3.6535,4.8351,5.8598,4.7233,4.059,4.9188,5.2173,4.4314,4.3627,6.5923,5.907,5.3093,5.0218,4.289,5.2581,3.5807,4.9535,3.4262,6.4252,4.7941,4.6034,5.1699,4.3652,4.849,5.9077,5.4528,5.4413,5.1525,4.3575,5.5087,4.6494,3.2355,5.1389,5.6438,4.8505,4.8308,5.5425,3.2041,4.7571,5.0863,4.6668,5.3109,4.5001,5.1581,6.8827,6.7289,4.4032,4.3861
4.9351,4.8434,4.7119,4.8394,4.5241,4.9445,4.2557,4.8345,4.9203,5.5822,6.2039,5.6689,4.6287,4.8152,6.3718,4.7397,3.8427,5.5132,4.9475,4.6014,3.8863,4.5976,5.6532,5.3163,5.0813,5.1203,4.7028,4.6085,5.794,4.3161,4.8816,4.68,4.7555,5.2482,5.5726,3.8506,5.7268,4.8814,5.186,4.5195,3.8577,4.8475,5.7,4.4357,7.3494,5.3038,3.5705,5.1572,5.2846,3.7682,4.9498,4.761,4.6023,5.9532,4.6527,5.0435,4.2902,4.3764,5.6975,5.6559,4.4108,4.7445,3.8063,4.7781,6.4319,3.7116,5.768,6.5507,6.0938,4.5481,5.642,4.1989,6.0195,5.4969,5.3026,5.7509,3.832,6.9352,5.7327,4.6236,5.0551,5.5396,4.5936,4.7812,3.8221,3.4524,4.3791,4.8133,4.5549,4.6012,5.3004,4.4724,3.737,5.2521,4.5561,4.3719,4.2537,4.882,5.3639,3.5991,4.1193,5.8893,5.515,5.4912,3.1647,3.6366,4.4497,5.0134,5.5721,5.3722,4.6715,3.9121,5.9821,4.1867,4.8567,5.4362,5.0226,5.9865,5.7807,4.0041,3.852,4.4246,4.51,4.9144,4.5416,4.7739,4.3211,5.1243,4.5143,3.7754,5.0643,5.4247,4.327,4.8653,4.2889,5.0498,4.9882,4.9076,4.9376,3.4854,4.8374,5.9673,4.818,3.9715,5.2185,5.1793,4.4006,4.26,6.3977,6.1536,5.2639,5.1018,4.38,4.8197,3.6226,5.0691,4.3046,6.099,4.7121,4.4247,5.1039,4.2697,4.7152,5.8482,5.455,5.534,5.0523,4.2701,5.7037,4.4506,3.0824,5.2684,5.6101,4.7221,5.0251,5.1904,3.4778,4.7057,5.2553,4.7465,5.3508,4.5709,5.4023,6.3805,6.501,4.4532,4.4521
5.0791,4.7787,4.4175,4.832,4.4711,4.8273,4.4195,4.8286,4.9191,5.5908,6.0966,5.728,4.6614,4.7865,6.4802,4.8079,3.911,5.777,4.9493,4.4992,3.8958,4.643,5.6976,5.2372,5.2398,4.9377,4.5386,4.8445,5.6885,4.0338,5.4167,4.9313,4.6351,5.1667,5.7976,4.0138,5.8091,4.8548,5.1678,4.5753,3.8375,4.7612,6.088,4.2493,7.6993,5.0635,3.8737,5.1427,5.175,3.9455,4.9897,4.8818,4.6573,5.8743,4.7167,5.3095,4.2346,4.5055,5.6726,5.7054,4.3307,4.6024,3.778,4.608,6.2422,3.3992,5.8687,6.4533,6.0431,4.4078,5.6876,4.2771,6.0833,5.3899,5.2899,5.6385,3.6496,7.0933,5.8217,4.5863,5.4855,5.1144,4.3755,4.9728,3.8518,3.3482,4.4879,4.8193,4.4428,4.778,5.1496,4.7842,3.6196,5.5239,4.7315,4.305,4.293,4.9972,5.4984,3.9691,4.101,5.8946,5.6179,5.6798,3.0183,3.6407,4.5165,4.952,5.5084,5.419,5.0287,4.259,6.1186,3.9507,4.9025,5.3594,4.995,5.9472,5.714,4.3089,3.8467,4.4259,5.5495,5.2373,4.324,4.465,4.2902,5.1236,4.5873,3.726,5.0211,5.5252,4.4278,4.6407,4.182,5.329,4.8331,4.8435,4.6574,3.4535,5.0973,6.1017,4.5986,4.1681,5.1357,5.1131,4.3507,4.1472,6.4948,6.1439,5.3892,4.9305,4.5714,4.8677,3.5519,4.7042,3.9604,6.3858,4.8684,4.8049,5.0384,4.4298,4.7839,6.0076,5.334,5.2235,4.8941,4.4076,5.6423,4.7039,3.3324,5.4899,5.6976,4.731,5.1099,5.2242,3.517,4.8609,5.0396,4.6275,5.1679,4.5984,5.2633,6.3918,6.7222,4.3685,4.4379
4.99,4.882,4.4646,4.9533,4.2485,5.0309,4.303,5.1267,4.8425,5.7157,5.978,5.676,4.6287,4.8396,6.0367,4.6098,3.9602,5.3361,4.9258,4.5385,3.9006,4.4845,5.3717,5.2835,4.9512,5.1297,4.576,4.4688,5.7109,4.0509,5.3223,4.4972,4.8234,5.067,5.7105,3.9003,5.7861,4.7177,5.0402,4.6499,3.9364,4.7156,6.4175,4.1239,7.669,5.0823,3.6081,5.2293,5.0165,3.7488,5.1701,4.5463,4.8055,5.8337,4.6839,5.0175,4.1147,4.5212,4.6243,5.7603,4.5648,4.7232,3.9087,4.7776,6.52,3.4513,6.0116,6.1853,6.1576,4.485,5.841,4.5123,5.3091,5.8248,5.3391,5.7268,3.699,6.3436,5.5627,4.6424,5.0625,4.5671,5.0279,4.5423,3.9173,3.6226,4.5945,4.9584,4.4407,4.2149,5.3158,4.5659,3.5299,5.315,4.5281,4.2332,4.2633,5.0522,5.3881,4.0023,4.2336,5.8903,5.6417,5.557,3.4404,3.6195,4.3179,4.9692,5.3915,5.3132,4.7291,3.9652,6.1343,3.9992,5.147,5.529,5.0133,5.9739,5.5989,4.1341,4.0472,4.5161,4.8489,5.0502,4.324,4.4851,4.2551,5.0178,4.4113,4.0384,4.7793,5.7418,4.3872,4.7862,4.2092,5.3643,5.0951,4.9429,5.0305,3.2891,5.0652,5.5643,4.6796,3.9592,4.9274,3.5842,4.3985,3.95,6.2917,6.2021,5.6396,5.0705,4.268,4.6365,3.4354,5.0129,3.4714,6.423,4.741,4.2516,5.3676,4.7018,4.5799,5.867,5.1769,5.5006,5.0809,4.3892,5.5948,4.6256,3.2904,5.2291,5.3829,4.8544,4.7319,5.248,3.4188,4.8323,5.0325,4.6775,5.0654,4.893,5.3912,6.3438,6.482,4.4247,4.2955
4.9394,4.8437,4.6192,4.8441,4.3055,4.8943,4.4529,5.3462,4.8664,5.6649,5.9095,5.6686,4.6152,4.9968,6.2635,4.4912,3.88,5.6038,4.8109,4.5711,3.9162,4.7113,5.6995,5.4271,5.0849,5.0351,4.45,4.6108,5.9139,4.0685,5.6327,4.5057,4.8009,4.9896,5.7748,3.8107,5.7497,4.9517,5.095,4.1622,4.0002,4.8207,6.1622,4.4063,7.3427,4.9028,3.5488,5.1141,5.0228,3.7004,4.9811,4.8046,4.5728,5.6754,4.7832,5.0733,4.2573,4.5597,5.5523,5.6513,4.3573,4.8125,3.999,4.6434,6.2321,3.7318,5.7548,6.5958,6.1668,4.1957,5.721,4.5494,5.6107,5.5339,5.2308,5.6811,3.8265,6.3115,5.8218,4.6786,5.1614,5.3245,4.439,4.3467,3.9555,3.6087,4.5133,4.663,4.4741,4.3101,5.4078,4.8681,3.6643,5.4477,4.5645,4.3113,4.3633,4.9076,5.343,3.9189,4.154,5.6335,5.6323,5.6438,3.2959,3.6607,4.5292,4.9334,5.4253,5.6287,4.9031,3.8538,6.316,4.3098,4.713,5.3796,4.9277,6.0475,5.9532,4.0845,4.0726,4.437,5.2605,4.9897,4.5285,4.6738,4.3063,5.1574,4.6418,3.6587,4.9884,5.8954,4.6077,4.6936,4.3181,5.8527,4.7644,4.6997,4.9508,3.4305,5.0154,5.6922,4.7942,3.9115,5.257,4.9398,4.6479,4.4052,6.3977,6.1621,5.4522,4.9247,4.2617,5.2687,3.457,4.888,3.6149,6.39,4.8916,4.5229,5.0254,4.7004,4.6543,5.7296,5.5165,5.3753,5.1175,4.3108,5.5947,4.4616,3.0976,5.2483,5.5523,4.8675,4.8805,5.1489,3.5175,4.4771,5.0275,4.7001,5.3437,4.4494,5.1536,6.4866,6.629,4.3788,4.3877
5.0843,4.9779,4.5286,4.9957,4.265,4.963,4.2398,4.9934,4.8111,5.8022,5.9709,5.6436,4.6202,4.9727,6.5184,4.6529,3.8591,5.5822,5.0669,4.6233,4.3746,4.6931,5.642,5.5111,5.0668,4.9811,4.5787,4.6299,5.923,3.9497,5.5892,4.5912,4.6306,5.3701,5.6386,3.9829,5.8151,4.8893,5.1136,4.4083,4.1965,4.8554,6.464,4.5855,7.6296,5.1128,3.7517,5.4234,5.0554,3.8744,5.0204,4.672,4.7351,5.8853,4.5794,5.1706,4.4322,4.5844,5.1253,5.7883,4.5873,4.7948,3.8727,4.6391,6.2579,3.4333,6.0277,6.1335,6.199,4.5745,5.8775,4.4995,5.7386,5.585,5.1908,5.7302,3.7089,6.8042,5.7135,4.486,5.4543,5.359,4.6318,4.5526,3.8257,3.5644,4.8093,4.8428,4.5986,4.4856,5.4314,4.6457,3.5585,5.6708,4.8145,4.1463,4.1814,5.0484,5.6191,4.1975,4.5177,5.8659,5.6538,5.5381,2.9727,3.7653,4.1902,5.1161,5.6082,5.6513,4.5602,3.881,5.9801,3.7638,4.8148,5.5547,5.02,6.1672,5.7176,4.1761,3.9252,4.5981,5.6099,4.9807,4.5534,4.6281,4.424,5.0324,4.5105,3.723,5.0444,5.7228,4.4545,4.8035,4.0645,5.6618,4.6616,4.726,5.1549,3.5237,5.3232,5.9526,4.6972,4.2264,5.1031,5.2753,4.4593,4.4842,6.4547,6.1955,5.6722,5.1246,4.5438,4.8554,3.6338,4.8016,3.1915,6.343,4.8157,4.8244,5.2201,4.4978,4.8192,5.7542,5.3167,5.4463,5.1865,4.3642,5.7937,4.6205,3.2226,5.1521,5.5075,5.0239,4.9649,5.3722,3.1365,4.7521,5.2327,4.6213,5.4803,4.6649,5.6405,6.4334,6.5002,4.0254,4.1943
5.0086,4.828,4.546,4.6597,4.2696,4.9522,4.3156,4.9035,4.9148,5.6369,6.0686,5.5779,4.672,4.8646,6.4931,4.7489,3.8422,5.71,5.0044,4.499,3.9256,4.6864,5.3888,5.3491,4.942,5.2038,4.5187,4.5853,5.7881,4.018,5.2947,4.7883,4.788,5.2423,5.8772,3.9599,5.7219,4.8354,5.228,4.3413,3.825,4.7474,6.1574,4.2972,7.7137,5.3042,3.5343,5.1285,5.0714,3.9304,4.8639,4.7486,4.6182,5.9082,4.7517,5.2322,4.3959,4.8226,6.0472,5.8615,4.4872,4.8078,3.7337,4.6586,6.4504,3.6792,5.9839,6.4878,6.019,4.2705,5.8011,4.5558,5.7209,5.5391,5.4668,5.693,3.8735,6.5995,5.4171,4.5506,5.1122,5.3735,4.6166,4.4623,3.7858,3.6746,4.5712,4.8601,4.6699,4.4234,5.2194,4.9266,3.4908,5.4394,4.6493,4.1638,4.4284,4.9018,5.288,3.6241,4.251,5.8614,5.5409,5.6436,3.1356,3.7889,4.324,4.981,5.6445,5.4613,4.6402,3.9956,6.2151,4.2145,4.9056,5.6632,4.8653,6.2937,5.6352,4.241,4.0512,4.5137,5.1966,5.1721,4.2895,4.4647,4.4278,5.2003,4.4665,3.7512,5.0303,5.7754,4.4716,4.6286,4.0472,5.9347,4.8313,4.8108,5.089,3.4068,4.8731,5.811,4.9356,4.0473,5.0484,4.6762,4.5368,4.3672,6.2866,6.2876,5.487,5.0711,4.3754,4.8084,3.4707,4.8877,4.0333,6.3536,4.9312,4.3519,5.1575,4.539,4.7893,5.8321,5.3171,5.2397,5.2205,4.3296,5.5256,4.4287,3.0582,5.2541,5.5255,4.7785,4.8117,5.4915,3.3654,4.8484,4.9891,4.6521,5.0506,4.5601,5.4822,6.5092,6.5351,4.4007,4.3203
5.0509,4.7986,4.6633,4.8082,4.4161,4.9572,4.1932,4.8663,4.8396,5.5032,5.9149,5.5244,4.556,4.7294,6.4492,4.6608,3.6553,5.7573,4.7429,4.4238,3.8972,4.7129,5.5477,5.3212,4.9771,5.1484,4.5842,4.5487,5.5562,4.017,5.0174,4.6066,4.7452,5.1798,5.574,3.8232,5.7674,4.9326,5.1842,4.5744,3.838,4.7429,5.8724,4.3073,7.6056,5.1849,3.4992,5.2209,5.387,3.8218,4.9848,4.8377,4.4918,5.5563,4.721,5.0976,4.348,4.3944,7.194,5.6563,4.4492,4.8042,3.7767,4.792,6.3055,3.7756,5.9066,6.4249,5.9059,4.0844,5.5031,4.409,6.0825,5.604,5.3275,5.586,3.668,7.0043,5.6329,4.7414,4.8811,5.5459,4.5661,4.5677,3.7978,3.9889,4.1923,4.584,4.3795,4.4503,5.3228,4.5742,3.4682,5.4169,4.7999,4.0232,4.1736,4.768,5.4904,3.3577,4.4197,6.1247,5.6092,5.3604,3.2446,3.7151,4.3359,4.9466,5.2781,5.3877,4.6816,4.0919,6.559,3.9036,4.9897,5.4535,4.5698,6.0021,5.5897,4.253,3.8057,4.5709,4.6574,4.9805,4.2335,4.4831,4.1366,5.0734,4.5415,3.8116,5.0466,5.469,4.4037,4.8545,4.158,5.2294,4.8436,4.6929,4.9816,3.482,4.9859,5.681,5.022,3.8648,5.0279,5.0739,4.5083,4.3172,6.5092,6.2705,5.3563,4.7472,4.288,4.9806,3.4788,5.3834,3.6739,6.0107,4.9702,4.3139,5.0,4.5115,4.6614,5.883,5.3734,5.5391,5.0769,4.1469,5.3354,4.4964,2.9457,5.2598,5.5776,4.7952,4.9461,5.2551,3.4573,4.7294,5.1313,4.8181,5.0905,4.6432,5.4766,6.6098,6.8525,4.5328,4.3356
4.9454,5.028,4.5849,5.0451,4.4171,4.9107,4.1891,5.1502,4.7821,5.5813,6.1833,5.5799,4.5062,5.0149,6.4294,4.6856,3.9653,5.401,5.1432,4.6201,4.1968,4.5654,5.5009,5.3573,5.3438,5.1584,4.2176,4.6985,6.0508,3.9571,5.6106,4.4701,5.0788,5.0329,5.9738,3.9583,5.9697,5.0103,5.106,4.761,4.046,4.7714,6.7114,4.4977,7.6141,5.1782,3.6741,5.4232,4.891,3.8235,5.1731,4.9457,4.5996,6.1102,4.6953,4.8762,4.2381,4.5623,4.3708,5.7832,4.518,4.7751,3.9053,5.1485,6.461,4.3593,6.1827,6.074,6.3639,4.682,6.0495,4.6253,6.0601,5.9183,5.4286,5.7237,3.6579,6.7294,5.8332,4.7718,5.3722,4.6761,4.9072,4.7624,4.0107,3.4926,4.8446,4.7493,4.6999,4.2874,5.2562,4.9315,3.8838,5.3754,4.7624,4.3477,4.3305,5.0217,6.0378,3.8856,4.1294,5.7678,5.5892,5.7012,3.4405,3.9534,4.1847,5.2664,5.8228,5.6318,4.88,3.9088,5.9795,4.4948,4.9417,5.8489,5.0367,6.3355,5.855,4.0142,4.0072,4.6876,5.0102,5.0621,4.2709,4.8046,4.1028,5.0956,4.3899,3.8806,5.2415,5.9262,4.7096,4.6928,3.769,5.9109,4.7846,4.7834,5.2646,3.3351,5.1674,5.9689,4.395,4.0152,4.7842,4.773,4.6198,4.3838,6.0263,6.3716,5.7072,4.9024,4.1454,5.3549,3.5504,5.1579,3.1599,7.0041,4.6947,4.6275,5.5064,4.3831,4.74,5.9073,5.2344,5.5202,5.1787,4.3361,5.6849,4.6015,3.1354,5.5118,5.6337,5.0548,4.9724,5.1544,3.4874,4.4905,5.1097,4.8301,5.1399,4.7112,5.2945,6.6156,6.352,4.7664,4.3705
5.0257,4.6775,4.7699,4.822,4.4609,4.9942,4.2717,4.8356,4.9179,5.5888,6.0035,5.701,4.5531,4.7765,6.3019,4.6363,3.8433,5.5477,4.905,4.4693,3.8234,4.6587,5.3294,5.4124,4.9694,5.2604,4.5763,4.6421,5.6712,3.9164,5.1068,4.7071,4.7911,5.0496,5.8011,3.8507,5.7587,4.7351,5.0592,4.7336,3.8184,4.7637,6.02,4.3209,7.6182,5.1846,3.6458,5.3336,5.3308,3.9056,5.066,4.6609,4.5951,5.828,4.5825,5.024,4.3284,4.616,6.3517,5.6758,4.3657,4.8109,3.7752,4.6496,6.3685,3.6579,6.1857,6.4482,6.2063,4.3449,5.9784,4.4787,5.9837,5.6401,5.2492,5.7182,3.6385,6.7442,5.4358,4.7786,5.0121,5.0312,4.7259,4.5818,3.8648,3.9227,4.3189,4.6131,4.5341,4.2237,5.1936,4.6614,3.6653,5.3557,4.5807,4.3384,4.4103,4.8529,5.344,3.2988,4.4625,5.8476,5.5915,5.6789,3.3257,3.6531,4.3577,5.1363,5.4643,5.4177,4.7674,3.9378,5.6731,4.1509,4.9427,5.5198,4.9035,6.1594,5.666,4.2007,3.9449,4.527,4.6283,4.9222,4.3123,4.5313,4.1764,5.1217,4.4371,3.9771,5.0949,5.8078,4.6256,4.7359,4.1241,5.1634,4.7299,4.841,4.9826,3.4502,5.0186,5.5674,4.7836,4.0394,5.0968,4.9093,4.3513,4.3137,6.4101,6.2571,5.333,5.0292,4.2249,4.9371,3.5664,4.9674,3.4782,6.249,4.7381,4.4317,5.1199,4.5224,4.5684,5.8746,5.3193,5.3099,5.1743,4.4172,5.6553,4.6168,3.1946,5.1021,5.5834,4.8568,4.8915,5.2151,3.349,4.6732,5.1808,4.6941,5.1975,4.6779,5.4393,6.5704,6.444,4.1541,4.5032
5.0854,4.912,4.5997,4.6359,4.0325,4.5542,3.9615,4.8962,5.148,6.0186,6.2078,5.416,4.5342,5.1338,6.5801,4.3464,3.8812,5.6981,5.058,5.2971,3.6998,4.7933,5.6592,4.7781,4.6746,5.4112,4.2726,4.8445,4.8828,4.3108,4.6466,4.7777,4.2593,5.6656,5.6629,4.5679,6.2164,4.7924,4.8085,4.9458,3.6759,4.6912,5.3064,4.1965,6.5984,4.7989,3.624,5.0511,4.6538,3.5372,4.3968,4.9679,4.4832,6.1739,4.1721,5.056,4.4656,4.5865,7.6208,5.8291,4.3156,4.3336,4.5013,4.5049,5.8327,3.1791,6.1361,6.3877,6.1189,4.415,5.2978,4.84,6.5907,5.2914,5.4298,5.3613,4.0947,6.5815,6.1526,4.9744,5.7492,5.2245,4.7114,4.9275,3.834,3.748,4.1244,5.3052,4.5127,4.1397,5.6757,4.7183,3.4318,5.1132,4.4861,4.2002,4.1304,5.4418,4.5092,4.573,4.9448,5.3173,5.8764,5.1746,3.9218,4.8221,4.1343,5.022,5.0618,4.6801,4.1988,4.088,6.2369,3.9911,4.0658,5.2015,4.1229,5.3544,5.6515,4.2848,4.2398,4.1342,6.3646,4.5028,4.7233,4.769,4.3229,5.1944,4.5338,3.7527,4.5393,6.5505,4.9376,4.0594,4.4713,5.3738,4.4311,5.2565,5.6585,3.4202,5.5812,5.6695,4.1297,4.2142,4.5395,4.3923,4.1503,4.2201,6.7166,5.9823,5.2998,4.3876,4.362,4.5158,2.9013,4.5969,3.1239,6.1042,4.8595,4.7221,5.422,4.181,4.6073,6.0435,5.4928,4.3687,5.5062,4.5144,6.1248,4.4977,3.6375,4.9673,6.0664,5.3241,4.9662,4.7604,3.2393,4.4012,4.3988,4.7407,5.516,4.6873,5.2516,6.6643,5.1572,4.4595,3.8666
5.0233,4.9301,5.2671,4.5064,4.167,4.4513,4.0863,3.9928,5.1708,5.9761,6.7442,5.2096,4.2989,4.8919,7.0223,4.2834,3.8962,5.6179,5.1138,5.0088,3.9349,4.7922,5.7566,5.1231,4.3922,5.1508,4.544,4.6486,4.8306,4.3414,4.7974,4.7855,4.5904,5.6247,5.6321,4.7022,6.3112,4.7168,4.696,5.1045,3.4583,4.6884,5.7841,3.9212,7.4449,4.6895,3.5753,4.9703,8.2214,3.4424,4.6384,4.7589,4.4037,5.9704,4.2244,5.2091,4.5638,4.122,7.8979,4.9459,4.1472,4.4268,4.2191,4.3304,5.7971,3.7004,6.033,5.9413,6.1136,3.9748,4.7042,4.6653,7.0921,5.392,5.0985,5.4836,4.3215,6.4703,6.4344,5.2119,5.6414,5.2505,5.0486,4.7714,3.6998,3.5642,4.0695,5.0643,4.766,4.3712,5.629,4.337,3.761,5.5718,4.5974,4.0756,4.1337,5.7357,4.5797,4.6134,5.1657,5.5354,6.1418,5.0924,4.5529,4.6976,4.3438,4.8054,4.6465,4.4237,4.6109,3.4439,5.3494,4.2329,4.1911,5.0859,4.548,4.9712,5.5093,4.4693,3.6566,5.5367,6.1531,4.3638,4.6097,4.5751,4.0598,5.3119,5.0764,3.541,4.4716,6.2718,4.517,4.4261,4.3681,5.2629,6.8451,4.9543,5.3636,3.4003,4.767,5.823,4.0163,4.4668,4.5288,4.585,4.7819,5.4728,8.4583,5.8131,5.3027,4.8296,4.4134,3.9898,2.9832,4.1739,3.2729,6.3695,4.5258,4.9021,5.3917,4.3092,4.7155,6.0681,5.9368,5.6684,6.4651,4.4459,6.1344,4.7727,4.4528,5.0407,4.9643,5.5746,5.1774,4.8132,3.6474,4.1535,4.5542,5.3623,5.2233,4.5272,5.0765,5.7834,5.2334,4.3662,3.8371
5.4059,5.0425,5.0688,4.9467,4.3351,4.2174,4.5239,4.7179,5.939,6.156,6.2836,5.5783,4.638,5.0255,6.3068,4.5348,3.939,5.4705,5.3191,5.3888,3.8078,4.7891,6.0084,5.0271,4.5895,5.2112,4.5176,4.6466,5.0527,4.4579,5.4877,5.3123,4.6728,5.6643,6.0934,5.2616,6.6241,5.1505,4.8936,5.4394,3.8235,4.8526,6.1503,4.4729,7.116,5.277,3.6513,5.2414,4.7882,3.3257,4.9724,5.1227,4.5272,6.0753,4.3316,4.7102,5.2556,4.7092,6.9867,5.9269,4.6233,4.5798,4.1677,4.6019,6.1367,2.895,6.5168,6.6951,6.3631,4.4117,4.9818,4.8123,6.166,5.5432,5.7273,5.7468,4.4153,6.9312,6.9983,5.4932,5.9986,5.0739,4.4241,4.9537,3.6363,3.3461,4.08,5.4385,4.5919,4.5414,5.9979,5.3215,3.5159,5.0191,4.5472,3.9794,4.2314,5.4904,4.976,6.0129,4.2408,5.8023,6.321,5.485,4.9232,4.6228,4.6068,5.0482,5.3239,4.7705,4.4744,3.8994,6.9447,4.1605,4.2621,5.5847,5.2192,5.6159,5.7705,4.8397,4.0726,3.6176,6.9668,4.8399,4.8733,4.4453,4.4068,5.1758,4.8239,3.835,4.4927,7.1367,4.5748,4.8317,4.5597,5.2534,4.2914,5.7133,7.2771,3.2143,4.7973,6.0738,4.6103,4.768,4.7087,4.1274,4.8113,4.1378,5.7551,6.0232,5.6562,4.6216,4.7231,4.4094,2.8326,3.838,3.7319,6.5865,4.6106,5.1128,5.641,4.1944,5.0796,6.2093,5.8835,5.0059,6.0385,4.3783,6.2505,4.5141,3.5386,5.3115,5.122,4.9683,5.1937,5.1237,4.0129,5.0672,4.6516,4.5969,5.5433,4.9797,5.4301,6.3261,3.9554,4.513,4.2175
4.9877,4.8105,4.6057,5.0008,4.4672,4.3706,4.4166,4.9568,5.3275,6.0398,6.0637,5.387,4.4413,5.0568,6.283,4.5893,3.8636,5.4822,5.2403,5.6068,3.8423,4.7485,5.633,4.7557,4.3966,5.4579,4.3559,4.7734,5.3049,4.3547,5.2721,4.9295,4.4258,5.3169,5.8843,4.9352,6.3432,4.6946,4.7424,5.2923,3.7528,4.6729,5.6972,3.9004,6.6045,4.9168,3.626,5.0654,4.8105,3.134,5.005,5.0195,4.4678,6.3103,4.1741,4.6,4.5434,4.6577,6.8973,5.3801,4.3684,4.255,4.2257,4.3269,5.8605,3.4066,6.363,6.735,6.3538,4.3039,4.708,4.618,6.3884,5.4476,5.6119,5.5347,4.014,6.6393,6.2727,5.1998,5.8151,4.8577,4.8426,4.9518,3.8422,3.5035,4.0524,5.141,4.7801,4.0189,5.4965,5.0031,3.6397,5.2304,4.6701,3.9283,4.0558,5.4357,4.9448,4.9808,4.2436,5.5617,5.8271,4.9609,4.5018,4.6696,4.3432,4.8452,5.1335,4.8275,4.4117,3.687,7.4642,3.7905,4.2096,5.6025,4.8401,5.5974,5.9989,4.5641,3.713,3.7124,6.8315,4.9514,4.8585,4.0696,4.4378,5.0293,4.5765,3.5939,4.6833,6.458,4.9164,4.4577,4.3942,5.7536,4.3982,5.0402,5.439,3.1548,4.7243,5.9229,4.2558,4.4143,4.6526,4.0887,4.7664,4.0108,5.7274,6.1868,5.4478,4.5667,4.4436,4.6263,2.8325,4.3085,3.4668,6.5697,4.9042,4.9015,5.3399,4.3088,4.617,5.8127,5.6846,4.544,6.0222,4.146,6.1665,4.4225,3.4336,4.998,5.3047,4.9246,4.8629,4.971,3.3645,4.6964,4.726,4.8675,5.443,4.6811,5.2864,7.0136,5.2381,4.3636,4.1098
